timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference,waveform_lag_samples
20260620_094408,a19,PHASE_cinc2013,,,,,25.1969,96.9697,40.0,32.0,1.0,95.0,3.1924,33.0,127.0,0.0
20260620_094408,a20,PHASE_cinc2013,,,,,14.5038,100.0,25.3333,19.0,0.0,112.0,2.0583,19.0,131.0,0.0
20260620_094408,a21,PHASE_cinc2013,,,,,1.3793,28.5714,2.6316,2.0,5.0,143.0,31.6144,7.0,145.0,0.0
20260620_094408,a22,PHASE_cinc2013,,,,,100.0,100.0,100.0,126.0,0.0,0.0,1.1772,126.0,126.0,0.0
20260620_094408,a23,PHASE_cinc2013,,,,,42.0635,98.1481,58.8889,53.0,1.0,73.0,1.7521,54.0,126.0,0.0
20260620_094408,a24,PHASE_cinc2013,,,,,30.8943,100.0,47.205,38.0,0.0,85.0,0.8555,38.0,123.0,0.0
20260620_094408,a25,PHASE_cinc2013,,,,,12.0,100.0,21.4286,15.0,0.0,110.0,1.4579,15.0,125.0,0.0
20260620_094408,a26,PHASE_cinc2013,,,,,5.0725,100.0,9.6552,7.0,0.0,131.0,3.5573,7.0,138.0,0.0
20260620_094408,a27,PHASE_cinc2013,,,,,5.9259,80.0,11.0345,8.0,2.0,127.0,19.6255,10.0,135.0,0.0
20260620_094408,a28,PHASE_cinc2013,,,,,5.988,100.0,11.2994,10.0,0.0,157.0,0.9076,10.0,167.0,0.0
20260620_094408,a29,PHASE_cinc2013,,,,,0.7874,25.0,1.5267,1.0,3.0,126.0,,4.0,127.0,0.0
20260620_094408,a30,PHASE_cinc2013,,,,,2.1429,18.75,3.8462,3.0,13.0,137.0,18.0958,16.0,140.0,0.0
20260620_094408,a31,PHASE_cinc2013,,,,,4.3796,100.0,8.3916,6.0,0.0,131.0,2.2134,6.0,137.0,0.0
20260620_094408,a32,PHASE_cinc2013,,,,,100.0,100.0,100.0,152.0,0.0,0.0,4.3329,152.0,152.0,0.0
20260620_094408,a33,PHASE_cinc2013,,,,,94.2857,91.6667,92.9577,132.0,12.0,8.0,6.297,144.0,140.0,0.0
20260620_094408,a34,PHASE_cinc2013,,,,,3.0534,44.4444,5.7143,4.0,5.0,127.0,9.2295,9.0,131.0,0.0
20260620_094408,a35,PHASE_cinc2013,,,,,0.0,0.0,0.0,0.0,4.0,163.0,,4.0,163.0,0.0
20260620_094408,a36,PHASE_cinc2013,,,,,2.381,100.0,4.6512,4.0,0.0,164.0,0.6575,4.0,168.0,0.0
20260620_094408,a37,PHASE_cinc2013,,,,,0.7042,16.6667,1.3514,1.0,5.0,141.0,35.1561,6.0,142.0,0.0
20260620_094408,a38,PHASE_cinc2013,,,,,0.6369,25.0,1.2422,1.0,3.0,156.0,,4.0,157.0,0.0
20260620_094408,a39,PHASE_cinc2013,,,,,1.4815,66.6667,2.8986,2.0,1.0,133.0,,3.0,135.0,0.0
20260620_094408,a40,PHASE_cinc2013,,,,,0.6757,14.2857,1.2903,1.0,6.0,147.0,22.8441,7.0,148.0,0.0
20260620_094408,a41,PHASE_cinc2013,,,,,15.4412,100.0,26.7516,21.0,0.0,115.0,2.8323,21.0,136.0,0.0
20260620_094408,a42,PHASE_cinc2013,,,,,11.9205,33.3333,17.561,18.0,36.0,133.0,22.9861,54.0,151.0,0.0
20260620_094408,a43,PHASE_cinc2013,,,,,100.0,100.0,100.0,158.0,0.0,0.0,4.0302,158.0,158.0,0.0
20260620_094408,a44,PHASE_cinc2013,,,,,4.908,100.0,9.3567,8.0,0.0,155.0,2.3895,8.0,163.0,0.0
20260620_094408,a45,PHASE_cinc2013,,,,,92.1429,90.8451,91.4894,129.0,13.0,11.0,9.271,142.0,140.0,0.0
20260620_094408,a46,PHASE_cinc2013,,,,,51.9084,85.0,64.455,68.0,12.0,63.0,8.1503,80.0,131.0,0.0
20260620_094408,a47,PHASE_cinc2013,,,,,24.3056,97.2222,38.8889,35.0,1.0,109.0,1.7868,36.0,144.0,0.0
20260620_094408,a48,PHASE_cinc2013,,,,,96.2406,93.4307,94.8148,128.0,9.0,5.0,3.3513,137.0,133.0,0.0
20260620_094408,a49,PHASE_cinc2013,,,,,59.4595,98.8764,74.2616,88.0,1.0,60.0,2.7183,89.0,148.0,0.0
20260620_094408,a50,PHASE_cinc2013,,,,,4.9296,87.5,9.3333,7.0,1.0,135.0,1.5831,8.0,142.0,0.0
20260620_094408,a51,PHASE_cinc2013,,,,,48.9051,95.7143,64.7343,67.0,3.0,70.0,5.6563,70.0,137.0,0.0
20260620_094408,a52,PHASE_cinc2013,,,,,16.7939,84.6154,28.0255,22.0,4.0,109.0,4.9008,26.0,131.0,0.0
20260620_094408,a53,PHASE_cinc2013,,,,,5.2288,50.0,9.4675,8.0,8.0,145.0,26.6053,16.0,153.0,0.0
20260620_094408,a54,PHASE_cinc2013,,,,,5.4054,22.2222,8.6957,2.0,7.0,35.0,26.6595,9.0,37.0,0.0
20260620_094408,a55,PHASE_cinc2013,,,,,97.2028,97.2028,97.2028,139.0,4.0,4.0,6.7186,143.0,143.0,0.0
20260620_094408,a56,PHASE_cinc2013,,,,,2.2556,30.0,4.1958,3.0,7.0,130.0,14.3066,10.0,133.0,0.0
20260620_094408,a57,PHASE_cinc2013,,,,,100.0,100.0,100.0,148.0,0.0,0.0,3.1192,148.0,148.0,0.0
20260620_094408,a58,PHASE_cinc2013,,,,,26.2774,94.7368,41.1429,36.0,2.0,101.0,4.5797,38.0,137.0,0.0
20260620_094408,a59,PHASE_cinc2013,,,,,100.0,100.0,100.0,153.0,0.0,0.0,4.3558,153.0,153.0,0.0
20260620_094408,a60,PHASE_cinc2013,,,,,0.6757,25.0,1.3158,1.0,3.0,147.0,,4.0,148.0,0.0
20260620_094408,a61,PHASE_cinc2013,,,,,4.2857,100.0,8.2192,6.0,0.0,134.0,0.491,6.0,140.0,0.0
20260620_094408,a62,PHASE_cinc2013,,,,,1.3889,40.0,2.6846,2.0,3.0,142.0,30.2404,5.0,144.0,0.0
20260620_094408,a63,PHASE_cinc2013,,,,,97.1014,96.4029,96.7509,134.0,5.0,4.0,4.1876,139.0,138.0,0.0
20260620_094408,a64,PHASE_cinc2013,,,,,98.5294,98.5294,98.5294,134.0,2.0,2.0,3.2809,136.0,136.0,0.0
20260620_094408,a65,PHASE_cinc2013,,,,,95.1389,95.1389,95.1389,137.0,7.0,7.0,7.5446,144.0,144.0,0.0
20260620_094408,a66,PHASE_cinc2013,,,,,2.3077,15.7895,4.0268,3.0,16.0,127.0,27.5961,19.0,130.0,0.0
20260620_094408,a67,PHASE_cinc2013,,,,,1.2987,100.0,2.5641,2.0,0.0,152.0,,2.0,154.0,0.0
20260620_094408,a68,PHASE_cinc2013,,,,,100.0,99.2857,99.6416,139.0,1.0,0.0,1.1003,140.0,139.0,0.0
20260620_094408,a69,PHASE_cinc2013,,,,,3.3557,83.3333,6.4516,5.0,1.0,144.0,9.2614,6.0,149.0,0.0
20260620_094408,a70,PHASE_cinc2013,,,,,9.2199,100.0,16.8831,13.0,0.0,128.0,1.608,13.0,141.0,0.0
20260620_094408,a71,PHASE_cinc2013,,,,,2.6144,66.6667,5.0314,4.0,2.0,149.0,18.3027,6.0,153.0,0.0
20260620_094408,a72,PHASE_cinc2013,,,,,0.5988,50.0,1.1834,1.0,1.0,166.0,,2.0,167.0,0.0
20260620_094408,a73,PHASE_cinc2013,,,,,0.0,0.0,0.0,0.0,2.0,139.0,,2.0,139.0,0.0
20260620_094408,a74,PHASE_cinc2013,,,,,2.1429,15.7895,3.7736,3.0,16.0,137.0,20.5987,19.0,140.0,0.0
20260620_094408,a75,PHASE_cinc2013,,,,,35.0746,97.9167,51.6484,47.0,1.0,87.0,1.4253,48.0,134.0,0.0
